1547	Saving Shiloh	2006	3.9	511
1548	"The War at Home"	2005	\N	\N
1549	Rough Magic	1995	2.9	455
1550	Trial and Error	1997	2.7	602
1551	Buddy	1997	2.8	1106
1552	Con Air	1997	3.4	47142
1554	The Pillow Book	1996	3.8	4178
1555	En avoir (ou pas)	1995	\N	\N
1556	Speed 2: Cruise Control	1997	2.2	17521
1558	Sudden Manhattan	1996	0	0
1561	Wedding Bell Blues	1996	3.3	287
1562	Batman & Robin	1997	0	0
1563	Dream with the Fishes	1997	3.7	452
1564	Roseanna's Grave	1997	3.6	557
1565	Head Above Water	1996	0	0
1566	Hercules	1997	3.2	23787
1567	The Last Time I Committed Suicide	1997	0	0
1568	Murder Me, Murder You	1983	\N	\N
1569	My Best Friend's Wedding	1997	3.3	64013
1570	Tetsuo II: Body Hammer	1992	3.4	1154
1571	Chacun cherche son chat	1996	3.8	726
1572	Le mépris	1963	4.1	3449
1573	Face/Off	1997	3.5	62348
1574	The Fall	2006	3.8	23397
1575	Gabbeh	1996	3.7	394
1580	Men in Black	1997	3.5	73637
1581	Out to Sea	1997	3	1331
1582	Wild America	1997	2.9	3839
1583	A Simple Wish	1997	2.7	4830
1584	Contact	1997	3.1	19572
1585	Love Serenade	1996	3.6	297
1586	G.I. Jane	1997	3	11537
1587	Conan the Barbarian	1982	3.1	17014
1588	George of the Jungle	1997	2.9	21989
1589	Cop Land	1997	3.1	8531
1590	Event Horizon	1997	3.2	15014
1591	Spawn	1997	2.8	18405
1592	Air Bud	1997	2.6	11606
1593	Picture Perfect	1997	2.7	4981
1594	In the Company of Men	1997	3.7	1900
1595	Free Willy 3: The Rescue	1997	2.8	7843
1596	Career Girls	1997	3.6	812
1597	Conspiracy Theory	1997	3.2	14632
1598	Desperate Measures	1998	2.9	1973
1599	Steel Magnolias	1989	3.6	26167
1600	She's So Lovely	1997	3.2	1353
1601	Hoodlum	1997	3.3	2875
1602	Leave It to Beaver	1997	2.6	1310
1603	Mimic	1997	2.7	5478
1604	Money Talks	1997	\N	\N
1605	Excess Baggage	1997	2.5	3231
1606	Kull the Conqueror	1997	2.6	1819
1608	Air Force One	1997	3.2	26434
1609	One Eight Seven	1997	3.3	3318
1610	The Hunt for Red October	1990	3.6	18875
1611	My Own Private Idaho	1991	3.6	8810
1612	Kiss Me, Guido	1997	3.1	439
1613	Star Maps	1997	3.1	60
1614	In & Out	1997	2.9	4273
1615	The Edge	1997	3.2	5719
1616	The Peacemaker	1997	2.8	6439
1617	L.A. Confidential	1997	3.7	25453
1619	Seven Years in Tibet	1997	3.4	13241
1620	Kiss the Girls	1997	3.3	9940
1621	Soul Food	1997	3.6	3884
1622	Kicked in the Head	1997	3.1	226
1623	Wishmaster	1997	2.8	3480
1624	A Thousand Acres	1997	3	932
1625	The Game	1997	3.5	23139
1626	Fire Down Below	1997	2.6	3327
1627	U Turn	1997	3.1	5988
1628	The Day of the Locust	1975	3.6	582
1629	The MatchMaker	1997	3.3	1220
1631	The Assignment	1997	3.3	825
1632	A Smile Like Yours	1997	0	0
1633	Ulee's Gold	1997	3.4	607
1635	The Ice Storm	1997	3.6	7329
1636	Stag	1997	0	0
1639	Chasing Amy	1997	3.5	27129
1640	How to Be a Player	1997	3.4	1335
1641	The Full Monty	1997	3.3	12102
1642	Indian Summer	1996	3.2	492
1643	Mrs Brown	1997	3.7	2021
1644	I Know What You Did Last Summer	1997	2.8	30659
1645	The Devil's Advocate	1997	3.4	30966
1646	RocketMan	1997	3	3486
1647	Playing God	1997	2.9	2458
1648	The House of Yes	1997	3.7	1730
1649	Fast, Cheap & Out of Control	1997	3.9	980
1650	Washington Square	1997	3.4	579
1651	Telling Lies in America	1997	3	603
1652	Year of the Horse	1997	3.7	36
1653	Gattaca	1997	3.5	36666
1654	FairyTale: A True Story	1997	3.3	1880
1655	The Phantom of the Opera	2004	3.7	70849
1656	Swept from the Sea	1997	3.7	742
1657	Wonderland	2003	3.3	3666
1658	A Life Less Ordinary	1997	3.1	9301
1659	The Hurricane	1999	3.7	10473
1660	Eve's Bayou	1997	3.9	1799
1661	Switchback	1997	3	1273
1662	Gang Related	1997	3.6	1924
1663	Stripes	1981	0	0
1665	Bean	1997	2.9	16961
1666	Hugo Pool	1997	3	956
1667	Mad City	1997	2.9	2188
1668	One Night Stand	1997	2.9	964
1669	The Tango Lesson	1997	3.7	1178
1670	Welcome to Sarajevo	1997	3.5	985
1671	Deceiver	1997	3.2	586
1672	The Rainmaker	1997	3.3	5792
1673	Boogie Nights	1997	3.5	22528
1674	Witness	1985	3.5	7634
1675	Incognito	1997	0	0
1676	Starship Troopers	1997	3	24350
1677	Critical Care	1997	2.8	392
1678	The Joy Luck Club	1993	3.7	4795
1679	Chairman of the Board	1998	0	0
1680	Sliding Doors	1998	3.4	13328
1681	Mortal Kombat: Annihilation	1997	2.5	12426
1682	The Truman Show	1998	3.4	62890
1683	The Wings of the Dove	1997	3.7	1279
1684	Mrs Dalloway	1997	3.3	497
1685	I Love You, I Love You Not	1996	0	0
1686	Red Corner	1997	3	1935
1687	The Jackal	1997	3.1	12495
1688	Anastasia	1997	3.2	33076
1689	The Man Who Knew Too Little	1997	3	4269
1690	Alien³	1992	3.1	30526
1692	Alien Escape	1997	\N	\N
1693	Amistad	1997	3.5	9716
1694	The Apostle	1997	3.6	2049
1695	Artemisia	1997	3.4	390
1696	Bent	1997	3.8	3465
1698	Les Boys	1997	0	0
1699	The Butcher Boy	1997	3.7	1377
1701	Deconstructing Harry	1997	3.6	5564
1702	Flubber	1997	2.8	23244
1703	For Richer or Poorer	1997	2.7	3367
1704	Good Will Hunting	1997	3.9	63868
1707	Home Alone 3	1997	2.6	22853
1708	Ill Gotten Gains	1997	0	0
1709	Legal Deceit	1997	\N	\N
1710	Man of Her Dreams	1997	0	0
1711	Midnight in the Garden of Good and Evil	1997	3.3	7144
1713	Mousehunt	1997	2.8	9269
1714	Never Met Picasso	1996	0	0
1715	Office Killer	1997	3	371
1716	Other Voices, Other Rooms	1995	0	0
1717	Scream 2	1997	2.9	29170
1719	The Sweet Hereafter	1997	4	3068
1720	Time Tracers	1997	\N	\N
1721	Titanic	1997	3.3	464576
1722	Tomorrow Never Dies	1997	3.1	19587
1723	Twisted	2004	2.8	2961
1725	The Education of Little Tree	1997	3.6	544
1726	The Postman	1997	2.8	8147
1727	The Horse Whisperer	1998	3.2	7903
1728	The Winter Guest	1997	3.6	994
1729	Jackie Brown	1997	3.5	36248
1730	Kundun	1997	3.7	3355
1731	Mr. Magoo	1997	2.3	2618
1732	The Big Lebowski	1998	4	82903
1733	Afterglow	1997	3	386
1734	Ma vie en rose	1997	4.1	3051
1735	Great Expectations	1998	3.4	10607
1739	3 Ninjas: High Noon at Mega Mountain	1998	2.5	7721
1740	Men of Means	1999	\N	\N
1742	Caught Up	1998	3.1	627
1743	Arguing the World	1998	3.1	150
1744	Firestorm	1998	0	0
1746	Senseless	1998	2.8	1704
1747	Wag the Dog	1997	3.4	8216
1748	Dark City	1998	0	0
1749	The Leading Man	1996	3.6	534
1750	Star Kid	1997	2.5	863
1752	A Hard Rain's Gonna Fall	2008	\N	\N
1753	Half Baked	1998	3.4	26499
1754	Fallen	1998	3.4	9162
1755	Shooting Fish	1997	3.5	1362
1756	The Prophecy II	1998	0	0
1757	Duo luo tian shi	1995	4	4014
1759	O Que É Isso, Companheiro?	1997	3.5	524
1760	Spice World	1997	2.1	9540
1762	Deep Rising	1998	2.8	3617
1765	A Letter from Death Row	1998	0	0
1767	Music from Another Room	1998	0	0
1769	The Replacement Killers	1998	3	4222
1770	B. Monkey	1998	3.1	1126
1771	The Night Flier	1997	2.8	1507
1772	Blues Brothers 2000	1998	2.7	8002
1773	Tokyo Fist	1995	0	0
1774	Zardoz	1974	3.1	2696
1776	Joy Ride	2001	3.1	9370
1777	The Wedding Singer	1998	3.5	86088
1779	Sphere	1998	2.7	9112
1780	Ayn Rand: A Sense of Life	1997	3.4	268
1781	A Further Gesture	1997	0	0
1782	Little City	1997	0	0
1783	Palmetto	1998	2.7	679
1784	As Good as It Gets	1997	3.5	30872
1785	King of New York	1990	3.7	5329
1788	Men with Guns	1997	3.9	476
1789	The Sadness of Sex	1995	0	0
1791	Twilight	2008	4.1	256646
1792	U.S. Marshals	1998	3.2	12491
1793	Welcome to Woop Woop	1997	3.4	280
1794	Love and Death on Long Island	1997	3.2	643
1795	El callejón de los milagros	1995	0	0
1796	In God's Hands	1998	0	0
1797	Everest	1998	3.5	699
1798	Hush	1998	2.9	1448
1799	Suicide Kings	1997	3.4	10831
1801	The Man in the Iron Mask	1998	3.1	24313
1804	The Newton Boys	1998	2.9	1826
1805	Where the Wild Things Are	2009	3.4	236581
1806	Paulie	1998	2.8	3810
1807	A Cool, Dry Place	1998	3.2	848
1809	Hana-bi	1997	4.3	3702
1810	Primary Colors	1998	3	3209
1811	Niagara	1953	0	0
1812	Wide Awake	1998	3.3	1235
1814	A Price Above Rubies	1998	3.1	429
1815	East of Eden	1955	4	5957
1816	Two Girls and a Guy	1997	2.8	1292
1817	No Looking Back	1998	3.5	561
1819	Storefront Hitchcock	1998	0	0
1820	The Proposition	2005	3.6	20228
1821	The Object of My Affection	1998	3	6363
1822	Meet the Deedles	1998	2.6	1774
1824	Homegrown	1998	3	1031
1825	The Players Club	1998	3.6	5665
1826	Barney's Great Adventure	1998	0	0
1827	Big	1988	3.4	33658
1829	Chinese Box	1997	3.3	700
1831	Lost in Space	1998	2.5	8293
1832	Heaven's Burning	1997	2.9	633
1833	Mercury Rising	1998	3	7388
1834	The Spanish Prisoner	1997	3.7	1863
1835	City of Angels	1998	0	0
1836	The Last Days of Disco	1998	3.2	1361
1837	The Odd Couple II	1998	3.1	1418
1839	My Giant	1998	2.6	1175
1840	He Got Game	1998	3.6	8293
1841	The Gingerbread Man	1998	2.8	1101
1842	Illtown	1996	3.2	34
1843	Slappy and the Stinkers	1998	0	0
1844	Carne trémula	1997	3.9	4009
1845	Zero Effect	1998	3.5	1908
1846	Nil by Mouth	1997	4	1783
1848	The Borrowers	1997	2.8	4043
1849	Prince Valiant	1954	0	0
1850	I Love You, Don't Touch Me!	1997	3.1	352
1851	Leather Jacket Love Story	1997	0	0
1853	An Alan Smithee Film: Burn Hollywood Burn	1997	2.2	601
1854	Kissing a Fool	1998	2.7	899
1855	Krippendorf's Tribe	1998	2.4	910
1856	Kurt & Courtney	1998	3.1	1391
1857	The Real Blonde	1997	2.9	430
1858	Yat goh hiu yan	1997	2.9	4726
1859	Ta'm e guilass	1997	4	1878
1860	Karakter	1997	4.1	754
1861	Budbringeren	1997	0	0
1862	Species II	1998	2.3	3562
1863	Major League: Back to the Minors	1998	2.6	1952
1864	Sour Grapes	1998	2.8	451
1865	Wild Man Blues	1997	3.4	581
1866	The Big Hit	1998	3.1	4322
1867	Tarzan and the Lost City	1998	2.6	985
1869	Black Dog	1998	3	3586
1870	Dancer, Texas Pop. 81	1998	3.3	531
1871	Priyatel pokoynika	1997	0	0
1872	Slumdog Millionaire	2008	4	328969
1873	Les misérables	1998	3.6	7310
1874	Still Breathing	1997	3.6	699
1875	Clockwatchers	1997	3.2	947
1876	Deep Impact	1998	2.9	28624
1877	Little Men	1997	3.5	85
1878	Face/Off	1997	3.5	62348
1879	The Hanging Garden	1997	3.6	485
1880	Lawn Dogs	1997	3.8	1154
1881	Quest for Camelot	1998	3.1	4041
1882	Godzilla	1998	2.6	17658
1883	Bulworth	1998	3.1	3041
1884	Fear and Loathing in Las Vegas	1998	3.9	75860
1885	The Opposite of Sex	1998	3.1	3268
1886	I Got the Hook Up	1998	3.2	1133
1887	Almost Heroes	1998	2.9	4626
1888	Hope Floats	1998	3.3	12082
1889	Insomnia	2002	3.2	18085
1890	Little Boy Blue	1997	0	0
1891	Coyote Ugly	2000	3.2	65988
1892	A Perfect Murder	1998	3.1	9130
1893	Jenseits der Stille	1996	3.9	474
1894	Six Days Seven Nights	1998	2.7	10008
1895	Can't Hardly Wait	1998	3.1	11719
1896	Cousin Bette	1998	3	408
1897	High Art	1998	3.7	2153
1898	The Land Girls	1998	3.3	693
1899	Passion in the Desert	1997	3.2	162
1900	Bacheha-Ye aseman	1997	4.4	3834
1901	Dear Jesse	1998	3.8	29
1902	Dream for an Insomniac	1996	3.6	1167
1903	Hav Plenty	1997	3.9	465
1904	Henry Fool	1997	3.8	1375
1906	Mr. Jealousy	1997	3.3	437
1907	Mulan	1998	3.4	52938
1908	Resurrection Man	1998	0	0
1909	The X Files	1998	3.3	13283
1910	I Went Down	1997	4.2	202
1911	Doctor Dolittle	1998	2.8	23847
1912	Out of Sight	1998	3.2	11285
1913	Picnic at Hanging Rock	1975	4	3210
1914	Smoke Signals	1998	3.9	2767
1915	Viagem ao Princípio do Mundo	1997	0	0
1916	Buffalo '66	1998	3.8	7504
1917	Armageddon	1998	3.5	105398
1918	Lethal Weapon 4	1998	3.3	20840
1919	Madeline	1998	2.6	3549
1920	Small Soldiers	1998	2.8	9855
1921	Pi	1998	3.8	33850
1922	What Ever Happened to Baby Jane?	1962	3.9	7128
1923	There's Something About Mary	1998	3.1	233
1924	Plan 9 from Outer Space	1958	2.8	6105
1925	Der Himmel über Berlin	1987	4.4	9110
1926	The Broadway Melody	1929	2.9	515
1927	All Quiet on the Western Front	1930	3.8	3797
1928	Spirit: Stallion of the Cimarron	2002	3.3	8302
1929	Grand Hotel	1932	3.8	1661
1930	Cavalcade	1933	3	314
1931	Mutiny on the Bounty	1935	3.7	1846
1932	The Great Ziegfeld	1936	3.4	704
1933	The Life of Emile Zola	1937	3.6	620
1934	You Can't Take It with You	1938	4	2934
1935	How Green Was My Valley	1941	3.9	1995
1936	Mrs. Miniver	1942	3.9	1307
1937	Going My Way	1944	3.8	1251
1938	The Lost Weekend	1945	4	2562
1939	The Best Years of Our Lives	1946	4.2	3330
1940	Gentleman's Agreement	1947	3.8	1308
1941	Hamlet	1996	3.8	5816
1942	All the King's Men	2006	0	0
1943	The Greatest Show on Earth	1952	0	0
1944	From Here to Eternity	1953	3.9	4410
1945	On the Waterfront	1954	4.2	11904
1946	Back to the Future	1985	3.8	126816
1947	West Side Story	1961	3.5	18648
1948	Tom Jones	1963	3.3	1389
1949	A Man for All Seasons	1966	4	2887
1950	In the Heat of the Night	1967	3.9	4274
1951	Oliver!	1968	3.4	9490
1952	Midnight Cowboy	1969	3.9	8994
1953	The French Connection	1971	3.8	8751
1954	Rocky	1976	3.2	165793
1955	Kramer vs. Kramer	1979	3.7	9401
1956	Ordinary People	1980	3.8	5284
1957	Chariots of Fire	1981	3.6	7456
1958	Terms of Endearment	1983	3.7	7594
1959	Out of Africa	1985	3.7	10166
1960	The Last Emperor	1987	3.7	7466
1961	Rain Man	1988	3.8	42473
1962	Driving Miss Daisy	1989	3.4	7698
1963	Take the Money and Run	1969	0	0
1964	Klute	1971	3.7	1593
1965	Repo Man	1984	3.4	5166
1966	Metropolitan	1990	3.9	1143
1967	Labyrinth	1986	3.8	81222
1968	The Breakfast Club	1985	3.9	93109
1969	A Nightmare on Elm Street Part 2: Freddy's Revenge	1985	3	19841
1970	A Nightmare on Elm Street 3: Dream Warriors	1987	3.1	21954
1971	A Nightmare on Elm Street 4: The Dream Master	1988	3	19043
1972	A Nightmare on Elm Street: The Dream Child	1989	2.9	17837
1973	Freddy's Dead: The Final Nightmare	1991	3	12382
1974	Friday the 13th	1980	3.2	25534
1975	Friday the 13th Part 2	1981	3.1	13685
1976	Friday the 13th Part III	1982	0	0
1977	Friday the 13th: The Final Chapter	1984	0	0
1978	Friday the 13th: A New Beginning	1985	0	0
1979	Jason Lives: Friday the 13th Part VI	1986	0	0
1980	Friday the 13th Part VII: The New Blood	1988	0	0
1981	Friday the 13th Part VIII: Jason Takes Manhattan	1989	2.8	9749
1982	Halloween	2007	3.3	79946
1983	Halloween II	1981	3.3	16555
1984	Halloween III: Season of the Witch	1982	2.2	7355
1985	Halloween 4: The Return of Michael Myers	1988	3.1	13190
1986	Halloween 5	1989	3	11908
1987	Prom Night	2008	3	51435
1988	Hello Mary Lou: Prom Night II	1987	0	0
1989	Prom Night III: The Last Kiss	1990	0	0
1990	Prom Night IV: Deliver Us from Evil	1992	0	0
1991	Bride of Chucky	1998	2.6	20874
1992	Child's Play 2	1990	2.8	13499
1993	Child's Play 3	1991	2.8	12064
1994	Poltergeist	1982	3.4	15891
1995	Poltergeist II: The Other Side	1986	0	0
1996	Poltergeist III	1988	0	0
1997	The Exorcist	1973	3.7	49968
1998	Exorcist II: The Heretic	1977	0	0
1999	The Exorcist III	1990	2.9	4879
2000	Lethal Weapon	1987	3.6	33975
2001	Lethal Weapon	1987	3.6	33975
2002	Lethal Weapon 3	1992	3.2	20151
2003	Gremlins	1984	3.4	31525
2004	Gremlins 2: The New Batch	1990	3	18308
2005	The Goonies	1985	3.8	89625
2006	The Mask of Zorro	1998	3.3	31107
2007	Polish Wedding	1998	3	896
2008	This World, Then the Fireworks	1997	0	0
2009	Soylent Green	1973	3.5	5747
2010	Metropolis	1927	4.1	17640
2011	Back to the Future Part II	1989	3.5	73208
2012	Back to the Future Part III	1990	3.4	66354
2013	The Poseidon Adventure	1972	3.3	7876
2014	Freaky Friday	2003	2.9	73112
2015	The AbsentMinded Professor	1961	3.2	1425
2016	The Apple Dumpling Gang Rides Again	1979	0	0
2017	Babes in Toyland	1934	3.6	865
2018	Bambi	1942	3.4	39873
2019	Shichinin no samurai	1954	4.5	29509
2020	Dangerous Liaisons	1988	3.7	11359
2021	Dune	1984	3.4	17715
2022	The Last Temptation of Christ	1988	3.7	7365
2023	The Godfather: Part III	1990	3.7	68556
2024	The Rapture	1991	3.2	627
2025	Lolita	1962	3.7	11593
2026	Disturbing Behavior	1998	2.7	4794
2027	Jane Austen's Mafia!	1998	2.7	1995
2028	Saving Private Ryan	1998	4	139463
2029	Billy's Hollywood Screen Kiss	1998	3.4	686
2030	Dong gong xi gong	1996	0	0
2031	The Million Dollar Duck	1971	0	0
2032	The Barefoot Executive	1971	0	0
2033	The Black Cauldron	1985	3.1	5461
2034	The Black Hole	1979	3	2357
2035	Blackbeard's Ghost	1968	3.3	1038
2036	Blank Check	1994	0	0
2037	Candleshoe	1977	0	0
2038	The Cat from Outer Space	1978	0	0
2039	Cheetah	1989	3.3	357
2040	The Computer Wore Tennis Shoes	1969	0	0
2041	Condorman	1981	2.9	1334
2042	D2: The Mighty Ducks	1994	2.9	13731
2043	Darby O'Gill and the Little People	1959	3.5	2183
2044	The Devil and Max Devlin	1981	0	0
2045	A Far Off Place	1993	3.3	2508
2046	Flight of the Navigator	1986	0	0
2047	The Gnome-Mobile	1967	3.4	654
2048	The Great Mouse Detective	1986	3.3	8687
2049	The Happiest Millionaire	1967	3.8	694
2050	Herbie Goes Bananas	1980	2.9	2642
2051	Herbie Goes to Monte Carlo	1977	0	0
2052	Hocus Pocus	1993	3.1	21690
2053	Honey I Blew Up the Kid	1992	2.5	10297
2054	Honey, I Shrunk the Kids	1989	2.9	22644
2055	Hot Lead and Cold Feet	1978	0	0
2056	In Search of the Castaways	1962	0	0
2057	Homeward Bound: The Incredible Journey	1993	3.2	15019
2058	The Negotiator	1998	0	0
2059	The Parent Trap	1998	3.1	41455
2060	BASEketball	1998	3.2	19777
2061	Full Tilt Boogie	1997	0	0
2062	The Governess	1998	3.2	534
2063	Le septième ciel	1997	3.4	192
2064	Roger & Me	1989	0	0
2065	The Purple Rose of Cairo	1985	0	0
2066	Out of the Past	1947	4.2	2206
2067	Doctor Zhivago	1965	3.8	11535
2068	Fanny och Alexander	1982	4.4	5627
2069	The Trip to Bountiful	1985	4	434
2070	Tender Mercies	1983	0	0
2071	And the Band Played On	1993	0	0
2072	The 'burbs	1989	3.3	10248
2073	Fandango	1985	0	0
2074	Il portiere di notte	1974	3.6	1475
2075	Mephisto	1981	3.9	757
2076	Blue Velvet	1986	4	25218
2077	The Journey of Natty Gann	1985	3.5	1251
2078	The Jungle Book	1967	3.5	35715
2079	Kidnap	2008	0	0
2080	Lady and the Tramp	1955	3.5	37042
2081	The Little Mermaid	1989	3.6	80670
2082	The Mighty Ducks	1992	3.1	14328
2083	The Muppet Christmas Carol	1992	0	0
2084	Newsies	1992	3.8	10436
2085	One Hundred and One Dalmatians	1961	3.3	29711
2086	One Magic Christmas	1985	3.4	844
2087	Peter Pan	2003	3.3	47413
2088	Popeye	1980	2.6	6384
2089	The Rescuers Down Under	1990	3.2	8757
2090	The Rescuers	1977	3.2	7689
2091	Race to Witch Mountain	2009	3.2	150558
2092	The Return of Jafar	1994	0	0
2093	Return to Oz	1985	3.1	14348
2094	The Rocketeer	1991	2.9	8053
2095	The Shaggy D.A.	1976	3.2	263
2096	Sleeping Beauty	1959	3.4	42607
2097	Something Wicked This Way Comes	1983	3.4	2097
2098	Son of Flubber	1963	0	0
2099	Song of the South	1946	3.6	1559
2100	Splash	1984	3	12492
2101	Squanto: A Warrior's Tale	1994	3.3	515
2102	Steamboat Willie	1928	0	0
2103	Tall Tale	1995	0	0
2104	Tex	1982	3.5	695
2105	TRON	1982	3.3	14666
2106	Swing Kids	1993	3.5	4819
2107	Halloween H20: 20 Years Later	1998	2.8	14935
2108	L.A. Story	1991	3.2	3117
2109	The Jerk	1979	3.6	10847
2110	Dead Men Don't Wear Plaid	1982	0	0
2111	The Man with Two Brains	1983	3	4360
2112	Grand Canyon	1991	3.4	1857
2113	Graveyard Shift	1990	0	0
2114	The Outsiders	1983	3.6	24069
2115	Indiana Jones and the Temple of Doom	1984	3.7	87518
2116	The Lord of the Rings: The Return of the King	2003	3.7	288649
2117	Nineteen Eighty-Four	1984	3.5	17133
2118	"The Dead Zone"	2002	\N	\N
2119	Maximum Overdrive	1986	0	0
2120	Needful Things	1993	3	2983
2121	Cujo	1983	0	0
2122	Children of the Corn	1984	0	0
2123	All Dogs Go to Heaven	1989	3.2	20551
2124	The Addams Family	1991	3.2	28704
2125	Ever After	1998	3.5	71637
2126	Snake Eyes	1998	2.8	8922
2127	First Love, Last Rites	1997	0	0
2128	Safe Men	1998	3.4	851
2129	Die Salzmänner von Tibet	1997	0	0
2130	Atlantic City	1980	0	0
2131	Höstsonaten	1978	4.1	2226
2132	Who's Afraid of Virginia Woolf?	1966	4.1	5164
2133	Adventures in Babysitting	1987	3.2	12565
2134	Weird Science	1985	3.2	14712
2135	Doctor Dolittle	1998	2.8	23847
2136	The Nutty Professor	1996	2.9	25286
2137	Charlotte's Web	2006	3.3	39179
2138	Watership Down	1978	3.6	5277
2139	The Secret of NIMH	1982	3.5	7964
2140	The Dark Crystal	1982	3.6	35382
2141	An American Tail	1986	3.3	13516
2142	An American Tail: Fievel Goes West	1991	3.2	16427
2143	Legend	1985	3.5	26271
2144	Sixteen Candles	1984	3.7	44572
2145	Pretty in Pink	1986	3.5	37255
2146	St. Elmo's Fire	1985	0	0
2147	The Clan of the Cave Bear	1986	2.9	1148
2148	"House M.D."	2004	\N	\N
2149	House II: The Second Story	1987	0	0
2150	The Gods Must Be Crazy	1980	3.5	7965
2151	The Gods Must Be Crazy II	1989	3.4	2600
2152	Air Bud: Golden Receiver	1998	2.7	7798
2154	How Stella Got Her Groove Back	1998	3.1	4439
2155	Slums of Beverly Hills	1998	3.3	1834
2156	Il testimone dello sposo	1998	2.7	49
2157	La femme de chambre du Titanic	1997	0	0
2158	Henry: Portrait of a Serial Killer, Part 2	1996	0	0
2159	Henry: Portrait of a Serial Killer	1986	3.6	2890
2160	Rosemary's Baby	1968	0	0
2161	The Neverending Story III	1994	0	0
2162	The Neverending Story II: The Next Chapter	1990	0	0
2163	Attack of the Killer Tomatoes!	1978	0	0
2164	Surf Nazis Must Die	1987	0	0
2165	Your Friends & Neighbors	1998	3.3	1418
2166	Return to Paradise	1998	3.5	1723
2167	Blade	1998	3.6	87683
2168	Dance with Me	1998	3.2	7621
2169	Dead Man on Campus	1998	2.7	3796
2170	Wrongfully Accused	1998	2.8	2483
2171	Next Stop Wonderland	1998	3.5	910
2172	Strike!	1998	3.5	2267
2173	The Navigator: A Mediaeval Odyssey	1988	0	0
2174	Beetle Juice	1988	3.4	84134
2175	Deja Vu	2006	0	0
2176	Rope	1948	4	9199
2177	Family Plot	1976	3.3	1981
2178	Frenzy	1972	3.6	3790
2179	Topaz	1969	3	1779
2180	Torn Curtain	1966	3.3	2910
2181	Marnie	1964	0	0
2182	The Wrong Man	1956	3.6	2616
2183	The Man Who Knew Too Much	1956	0	0
2184	The Trouble with Harry	1955	3.6	3827
2185	I Confess	1953	3.6	2474
2186	Strangers on a Train	1951	4	9106
2187	Stage Fright	1950	3.4	2015
2188	54	1998	2.8	4129
2189	I Married a Strange Person!	1997	3.8	688
2190	Why Do Fools Fall in Love	1998	3.5	1989
2191	Keep the Aspidistra Flying	1997	3.2	753
2192	Regarde la mer	1997	3.4	370
2193	Willow	1988	3.4	36518
2194	The Untouchables	1987	3.8	40677
2195	Dirty Work	1998	3.1	3838
2196	Knock Off	1998	2.6	1992
2197	Firelight	1997	3.8	672
2199	Griffin & Phoenix	2006	0	0
2200	Under Capricorn	1949	3	851
2201	The Paradine Case	1947	3.2	1208
2202	Lifeboat	1944	3.8	2621
2203	Shadow of a Doubt	1943	4	5376
2204	Saboteur	1942	3.6	2467
2205	Mr. & Mrs. Smith	2005	3.4	230941
2206	Guilty by Suspicion	1991	3.2	728
2207	Jamaica Inn	1939	3	1259
2208	The Lady Vanishes	1938	4	4078
2209	Young and Innocent	1937	3.4	889
2210	Sabotage	1936	3.5	1459
2211	Secret Agent	1936	0	0
2212	The Man Who Knew Too Much	1956	0	0
2214	Number Seventeen	1932	0	0
2215	Rich and Strange	1931	0	0
2216	The Skin Game	1931	2.7	145
2218	Juno and the Paycock	1930	0	0
2219	A Perfect Murder	1998	3.1	9130
2220	The Manxman	1929	3.1	502
2221	Blackmail	1929	3.4	1310
2222	Champagne	1928	0	0
2223	The Farmer's Wife	1928	0	0
2225	Easy Virtue	2008	3.1	16900
2226	The Ring	2002	3	146246
2227	The Lodger	2009	2.9	1023
2229	The Pleasure Garden	1925	0	0
2231	Rounders	1998	3.7	21780
2232	Cube	1997	3.5	22869
2233	Digging to China	1998	3.7	506
2234	Kinsey	2004	3.4	6162
2235	One Man's Hero	1999	3.1	305
2236	Simon Birch	1998	3.4	8747
2237	Without Limits	1998	4	1947
2238	Pasqualino Settebellezze	1975	4	557
2239	Travolti da un insolito destino nell'azzurro mare d'agosto	1974	3.7	857
2240	My Bodyguard	1980	3.4	1236
2241	Class	1983	3	1523
2242	Grandview, U.S.A.	1984	0	0
2243	Broadcast News	1987	3.5	2524
2244	The Allnighter	1987	2.9	329
2245	Working Girl	1988	3.1	6043
2246	Stars and Bars	1988	0	0
2247	Married to the Mob	1988	0	0
2248	Say Anything...	1989	3.6	20891
2249	My Blue Heaven	1990	3	2634
2250	Men Don't Leave	1990	3.4	202
2251	The Cabinet of Dr. Ramirez	1991	\N	\N
2252	"Heroes"	2006	0	0
2253	Toys	1992	2.6	6312
2255	Young Doctors in Love	1982	2.7	366
2256	Parasite	1982	0	0
2257	No Small Affair	1984	0	0
2258	Shao Lin san shi liu fang	1978	0	0
2259	Blame It on Rio	1984	2.8	1097
2260	Filth and Wisdom	2008	3	1070
2261	One Crazy Summer	1986	3.3	3309
2262	Last Night	1998	3.8	1691
2263	The Seventh Sign	1988	3.1	3031
2264	We're No Angels	1989	2.9	2176
2265	Nothing But Trouble	1991	0	0
2266	The Butcher's Wife	1991	2.7	1218
2267	Mortal Thoughts	1991	2.9	1404
2268	A Few Good Men	1992	3.6	26934
2269	Indecent Proposal	1993	2.9	7358
2270	A Century of Cinema	1994	\N	\N
2271	Permanent Midnight	1998	3.2	1302
2272	One True Thing	1998	3.4	2813
