Generated by opendatacommunities.org,2014-03-25T13:49:43+00:00
http://opendatacommunities.org/data/house-building/starts/tenure,"Permanent dwellings started, 2009/10 to 2012/13, England, District By Tenure "
Reference period,2011-2012

,,http://opendatacommunities.org/def/concept/general-concepts/tenure/all,http://opendatacommunities.org/def/concept/general-concepts/tenure/housingAssociations,http://opendatacommunities.org/def/concept/general-concepts/tenure/localAuthority,http://opendatacommunities.org/def/concept/general-concepts/tenure/privateEnterprise
http://statistics.data.gov.uk/id/statistical-geography/E09000020,E09000020 Kensington and Chelsea,670,140,0,530
http://statistics.data.gov.uk/id/statistical-geography/E09000021,E09000021 Kingston upon Thames,130,10,0,120
http://statistics.data.gov.uk/id/statistical-geography/E09000022,E09000022 Lambeth,270,170,0,110
http://statistics.data.gov.uk/id/statistical-geography/E09000023,E09000023 Lewisham,870,470,0,400
http://statistics.data.gov.uk/id/statistical-geography/E09000024,E09000024 Merton,360,170,0,200
http://statistics.data.gov.uk/id/statistical-geography/E09000026,E09000026 Redbridge,250,0,0,250
http://statistics.data.gov.uk/id/statistical-geography/E09000027,E09000027 Richmond upon Thames,160,,,
http://statistics.data.gov.uk/id/statistical-geography/E09000029,E09000029 Sutton,,,0,
http://statistics.data.gov.uk/id/statistical-geography/E09000030,E09000030 Tower Hamlets,3610,840,190,2570
http://statistics.data.gov.uk/id/statistical-geography/E09000031,E09000031 Waltham Forest,800,560,20,230
http://statistics.data.gov.uk/id/statistical-geography/E09000032,E09000032 Wandsworth,780,80,0,700
http://statistics.data.gov.uk/id/statistical-geography/E09000033,E09000033 Westminster,320,170,0,150
http://statistics.data.gov.uk/id/statistical-geography/E10000002,E10000002 Buckinghamshire,1750,490,0,1260
http://statistics.data.gov.uk/id/statistical-geography/E10000005,E10000005 Cornwall and Isles of Scilly,0,0,0,0
http://statistics.data.gov.uk/id/statistical-geography/E10000006,E10000006 Cumbria,900,190,0,710
http://statistics.data.gov.uk/id/statistical-geography/E10000007,E10000007 Derbyshire,1030,110,0,910
http://statistics.data.gov.uk/id/statistical-geography/E10000008,E10000008 Devon,1590,210,0,1380
http://statistics.data.gov.uk/id/statistical-geography/E10000009,E10000009 Dorset,750,140,0,610
http://statistics.data.gov.uk/id/statistical-geography/E10000011,E10000011 East Sussex,1180,180,0,1000
http://statistics.data.gov.uk/id/statistical-geography/E10000012,E10000012 Essex,3240,520,0,2720
http://statistics.data.gov.uk/id/statistical-geography/E10000013,E10000013 Gloucestershire,2180,460,0,1720
http://statistics.data.gov.uk/id/statistical-geography/E10000014,E10000014 Hampshire,3030,660,0,2380
http://statistics.data.gov.uk/id/statistical-geography/E10000019,E10000019 Lincolnshire,2010,210,10,1800
http://statistics.data.gov.uk/id/statistical-geography/E10000023,E10000023 North Yorkshire,860,110,0,750
http://statistics.data.gov.uk/id/statistical-geography/E10000025,E10000025 Oxfordshire,1570,410,30,1130
http://statistics.data.gov.uk/id/statistical-geography/E10000029,E10000029 Suffolk,1370,190,0,1180
http://statistics.data.gov.uk/id/statistical-geography/E10000030,E10000030 Surrey,2470,500,10,1960
http://statistics.data.gov.uk/id/statistical-geography/E10000031,E10000031 Warwickshire,790,200,110,470
http://statistics.data.gov.uk/id/statistical-geography/E10000032,E10000032 West Sussex,,,10,
http://statistics.data.gov.uk/id/statistical-geography/E92000001,E92000001 England,109570,21800,1450,86350
