Generated by opendatacommunities.org,2014-03-25T13:48:55+00:00
http://opendatacommunities.org/data/house-building/starts/tenure,"Permanent dwellings started, 2009/10 to 2012/13, England, District By Tenure "
Reference period,2010-2011

,,http://opendatacommunities.org/def/concept/general-concepts/tenure/all,http://opendatacommunities.org/def/concept/general-concepts/tenure/housingAssociations,http://opendatacommunities.org/def/concept/general-concepts/tenure/localAuthority,http://opendatacommunities.org/def/concept/general-concepts/tenure/privateEnterprise
http://statistics.data.gov.uk/id/statistical-geography/E09000022,E09000022 Lambeth,470,170,0,290
http://statistics.data.gov.uk/id/statistical-geography/E09000023,E09000023 Lewisham,2060,1350,0,710
http://statistics.data.gov.uk/id/statistical-geography/E09000024,E09000024 Merton,430,270,0,160
http://statistics.data.gov.uk/id/statistical-geography/E09000026,E09000026 Redbridge,110,20,0,90
http://statistics.data.gov.uk/id/statistical-geography/E09000027,E09000027 Richmond upon Thames,,,,300
http://statistics.data.gov.uk/id/statistical-geography/E09000029,E09000029 Sutton,190,110,0,70
http://statistics.data.gov.uk/id/statistical-geography/E09000030,E09000030 Tower Hamlets,2040,690,90,1260
http://statistics.data.gov.uk/id/statistical-geography/E09000031,E09000031 Waltham Forest,380,180,0,200
http://statistics.data.gov.uk/id/statistical-geography/E09000033,E09000033 Westminster,,90,,
http://statistics.data.gov.uk/id/statistical-geography/E10000002,E10000002 Buckinghamshire,1440,410,0,1020
http://statistics.data.gov.uk/id/statistical-geography/E10000006,E10000006 Cumbria,870,250,0,620
http://statistics.data.gov.uk/id/statistical-geography/E10000007,E10000007 Derbyshire,1100,120,0,970
http://statistics.data.gov.uk/id/statistical-geography/E10000008,E10000008 Devon,2000,420,20,1560
http://statistics.data.gov.uk/id/statistical-geography/E10000012,E10000012 Essex,3180,750,0,2440
http://statistics.data.gov.uk/id/statistical-geography/E10000013,E10000013 Gloucestershire,1660,480,0,1180
http://statistics.data.gov.uk/id/statistical-geography/E10000019,E10000019 Lincolnshire,2060,370,0,1680
http://statistics.data.gov.uk/id/statistical-geography/E10000020,E10000020 Norfolk,1980,280,50,1660
http://statistics.data.gov.uk/id/statistical-geography/E10000021,E10000021 Northamptonshire,1780,260,80,1440
http://statistics.data.gov.uk/id/statistical-geography/E10000023,E10000023 North Yorkshire,1000,160,0,850
http://statistics.data.gov.uk/id/statistical-geography/E10000024,E10000024 Nottinghamshire,1680,140,70,1480
http://statistics.data.gov.uk/id/statistical-geography/E10000025,E10000025 Oxfordshire,1220,,,
http://statistics.data.gov.uk/id/statistical-geography/E10000029,E10000029 Suffolk,1480,210,0,1260
http://statistics.data.gov.uk/id/statistical-geography/E10000030,E10000030 Surrey,2300,440,0,1860
http://statistics.data.gov.uk/id/statistical-geography/E10000031,E10000031 Warwickshire,660,120,100,430
http://statistics.data.gov.uk/id/statistical-geography/E10000032,E10000032 West Sussex,1700,,0,
http://statistics.data.gov.uk/id/statistical-geography/E92000001,E92000001 England,111150,24770,1670,84710
